,date_posted,playtime,review,helpful_funny,recommended
33,Posted: September 10,31.5 hrs on record,"I suck at reviews so keep that in mind before you get the pitchforks and torches ;P Gears 5 is a wonderful addition to the series in my opinion. The story is taking a new level of depth, and still very much feels like GoW, but has some twists that give a breath of fresh air from the usual linear shooter formula. There are multiple points where they take an open world-ish ""RPG"" approach and let you explore maps with vehicular freedom, kinda like how ""Silent Cartographer"" in Halo Combat Evolved felt like one big open map, even though it was still following a linear formula. Multiplayer is a whole lot of fun too. Horde is still very much a thing and hasn't changed much (for the better IMO). They introduced a new game mode called Escape, which seems to work as a Left-4-dead-ish game mode where you only start with a pistol and have to make it from safe zone to safe zone. The other PvP modes are pretty standard Gears modes. KOTH, TDM, Execution, and so on. They also have a ranked and arcade playlist,  It is neat because they change mechanics slightly for arcade vs Ranked, but I feel like balances made in the previous games went out the window more or less. For example, in arcade mode, they limit how much you can mantle and roadie run to prevent dodge spams, but that is still very much prevalent in ranked. Gnasher range needs to be nerfed along with a few other random weapons but still feels good to play. I do wish that they had more themed maps like the Thrashball map in GoW 3. Controls and Options are fantastic, including things like a minimum frame limit, where it changes game settings on the fly to ensure you maintain the fps you set the minimum to (options are 30 60 and 90). It runs nicely too. Without the 4k texture pack, I can run e v e r y t h i n g on ultra and still get avg 88 fps. With the 4k texture packs, I run at around 60fps. This is with a 1070 TI, 6700k, and 16GB of 3200 DDR4. If you've played previous gears games, You'll feel right at home, and if this is your first than its not a bad one to start on, mechanically speaking. They do have the  ""State of the Universe"" and ""Previously on Gears"" videos, so if you missed a title or simply want to catch up on the happenings on planet Sera, they have these convenient little videos that will only take 10 minutes tops to watch. My big gripe is the occasional audio bugs that FREAK OUT for roughly a quarter second. this has only happened a handful of times in 30 hours of gameplay, but boy howdy did it rip me right out of my immersion.I have heard quite a bit about a 'massive grind"" but from what I've seen so far, most of the grind is for cosmetics. The ""grind"" for cards in games like horde and escape come pretty fast, have already leveled up at least 3 cards (some characters I upgraded cards multiple times) on almost every character, and that's only about 7-10 hours of gameplay in those kinds of modes. Super recommended! TL;DR if you like gritty third-person shooters, this game was made for you. Offers quality PvP, PvE, and Campaign options. Game is optimized nicely and has an arsenal of options compared to other Microsoft titles on PC. PS:  if you're unsure whether you'll like it, Microsoft's Game Pass Ultimate has Gears 5 included, so for $2 you can test it out and see if its worth full price to you!",4 people found this review helpful,Recommended
34,Posted: September 9,8.5 hrs on record,"Overall a very fun game, escape is very cool addition and the difficulty levels of the multiplayer modes keep you coming back for more. Story is very interesting and has a sense of mystery that keeps you going. Enjoying my time and various characters I can play as. 9/10.",6 people found this review helpful,Recommended
35,Posted: September 10,29.0 hrs on record,"Gears 5 is a fundamentally great game for several reasons, but I can't recommend it in its launch state. It is within the realm of being patched into greatness, but it is sad to see a game release like this. I'll try and briefly touch on each aspect of the game I've experienced and how I feel about it.- The general feel of the game is amazing. If you miss when Gears felt at its fastest and most furious, Gears 5 is very much a return to that weighty, impactful style of movement and gunplay with enough speed to keep everything intense. Each gun looks and sounds great, there's a pretty decent variety of them, and the locales you visit are pretty stunning. It altogether feels like an improvement in most of the little ways that help Gears feel like Gears. How good the game feels to play is perhaps the most standout positive aspect of the game; it reminds me of when I first experienced Gears of War 3 and how much of an improvement it felt over the prior games. This is all very prevalent in the fantastic multiplayer experience, which stands to be one of the best the series has ever had. I have an enormous amount of fun playing Gears 5 when its several imperfections aren't taken into consideration, and the general gameplay experience is wonderful.- The state of cosmetics and microtransactions is atrocious. While some character skins and weapon skins are reasonably priced, even this early into the ""daily store"" it is clear to see the microtransactions name to nickle and dime people with incredibly expensive emotes that are locked to single characters, blood splatter effects being hard to notice in-game, and several items being sold in packs, forcing you to potentially buy more than you're interested in. This is all severely compounded by the lack of skins available to earn ""normally"" through gameplay; you will no longer earn new characters/skins by leveling up in the multiplayer or completing gameplay achievements, or even by opening lootboxes accrued from gameplay time. No, instead you'll either have to pay or complete challenges inside of the game's ""battle pass"" system, the Tour of Duty. Everything in the Tour takes an enormous amount of time to accomplish and rewards the player very little for their time compared to previous installments--expect to play 30 or so hours of Horde if you'd like those rewards. There are several notable absences for multiplayer character selection too--no Carmines, no Cole, no Baird, etcetera. All of this adds together to an experience which doesn't do much to reward you for your time spent like in previous games.- There was advertised split-screen for several gamemodes in Gears 5, which is functional in-game, and pulled from the release version of the game. Gears of War 4 had to drop split-screen compatibility for several gamemodes due to technical reasons, but Gears 5 advertised that it would include split-screen for the multiplayer, Horde, and Escape gamemodes. In the pre-release version of the game, it was apparently possible to play split-screen in those modes just fine, but when the game was pulled from its early release state the ability to play those modes in split-screen has been mysteriously removed, meaning that only the campaign can be played in split-screen (all of the other modes are available in split-screen on console to my knowledge, and worked on the PC version).  In my case, I purchased the game in large part due to the opportunity to play split-screen Horde with friends, something I sorely found missing in 4. This blatant bait-and-switch on the developers fault feels insulting, especially in light of it clearly being implemented on PC already and removed without explanation. Since this was clearly advertised prior to release, and only announced during the pre-release period that it would be changing, I feel that my trust has been betrayed and that I purchased a product that was not as advertised. While most users likely care little about this, I think it is a big deal that The Coalition changed this so close to release, and biases my opinion on the game fairly heavily. The article written by PC Invasion talks about the topic (can't link here), and includes the developer response.- Horde and Escape are clearly unfinished. Horde is very poorly balanced with skills so useless they are never worth considering (an ammo regen perk sounds nice, until you fully upgrade it and realize it still takes 3 minutes to regenerate a single assault rifle magazine) and next to no new additions from previous iterations. Thankfully, the enemy variation is pretty solid and the tried and true gameplay mostly holds up (balancing issues are perhaps the biggest complaint I can level at Horde--the new difficulty modes are also arguably less fun to deal with since they introduce new rules). Escape is cool, but the Beta Level Editor is so unbelievably barebones that it isn't even worth experimenting with--there are only 5 enemy types that you can place at launch, which is absolutely insufficient diversity for creating anything worthwhile. The developers have announced that several changes to this mode will be coming, and the developer-created maps are of a higher standard that we can hope to eventually expect of player-created ones, but the tool has launched in a completely pointless state. On top of the limited enemy diversity, there're very few themes to pick from in the editor (mostly mines) and the point restrictions are such that player-created areas seem to be incapable of reaching the detail that developer ones do. Again, this can all be changed, but it has not launched in a great state. The existing Escape missions created by the devs are fun though, at least, and the mode shows a lot of promise as a unique way to enjoy Gears 5.- There have been several connectivity issues across the multiplayer over the pre-release period. It's improved over said period but is still persistent. I think this will improve relatively soon but it's another aspect of this game that was not ready for launch.- The campaign is apparently very good. I haven't played it yet but most reviewers are describing it as the highlight of the experience. I'll give the game the benefit of the doubt and assume that the campaign is amazing for now, and update my review when I've played it. Others do suggest that the game is worth buying for the campaign experience alone, so take that for what you will. My interest in Gears revolves mostly around competitive multiplayer and casual Horde; competitive multiplayer is pretty good while my ability to play Horde split-screen has been totally removed.- The game runs really well for me. Other people are reporting several problems, but if you're like me and are willing to turn down your graphics a bit, the game will keep whatever FPS you like without stressing your hardware too much. It can look absolutely gorgeous too if your rig can handle it. Some users are reporting major graphical bugs, but that seems like a minority.All-in-all, I really like the game, but there're some major flaws that prevent me from recommending it. The biggest one and the most insulting for me personally is how they removed several seemingly functional split-screen components of the multiplayer that they had advertised prior, but I understand that this isn't as big of a deal for many. The problematic microtransactions, half-baked Horde and Escape experiences, unrewarding multiplayer progression, connection issues, and bugs might prove a bigger issue, however. I think the game will likely be improved enough in the next several months to be an easy recommendation, but it doesn't deserve a recommendation in it's release state. I'm also ♥♥♥♥♥♥ about split-screen.",6 people found this review helpful,Not Recommended
36,Posted: September 10,9.6 hrs on record,Despite spending the majority of my 4 days early access waiting for them to fix the game I do enjoy the game very muchThis is my favorite franchise for MP gaming and they deliveredMultiplayer and co-op modes are a blast (needs some tweaking tho)For new comers and old players this is a great game.,8 people found this review helpful2 people found this review funny,Recommended
37,Posted: September 10,9.0 hrs on record,"I have been a long time Gears fan, this game is fair (in terms of quality), nothing more nothing less. -Cool new game mods (such as Escape, which is short but allows you to make and publish your own maps)-Amazing Graphics/Art-Better story then Gears 4, (still leaves you hanging)-Combat for the most part is the same, (improvement on melee, that takes away from the intensity of the Gears - cover shooter)-Supply packs (however these packs are earned via playing the game, and daily log in rewards instead of purchasable packs via points)-Had DAY 1 (early access) 20$ DLC. -Technical support for the game is trashHowever i feel like since epic sold it to Microsoft its been eghhh, just alright. im still playing but after that 4 day early access (or should i say technical test) fail, i have been left disappointed, and disgruntled. There was nothing but intense connection fails, even when playing private games, because one must always be connected to the server inorder to play with friends. -Not to mention- (but gonna anyways)I have done 2 separate support requests with Microsoft due to a failure in me receiving the DLC i paid for! Now that the game has officially been released I have still yet to receive all DLC content for Gears of War 5 Ultimate Edition including; Halo Reach: Noble Team Jack skin, Halo Reach: Emile Blood Spray. I have also yet to receive my Gears of War 4 Esports Supporter Banner.There is also a major issue with code redemptions, for Owners of Gears 5 via Steam, of which i mean that inorder to receive the content for stuff like Gears 5 Rockstar codes you have to log into the Xbox and launch the game first inorder to receive it, yet you dont if you own it through the Microsoft Store (cause play anywhere) Steam doesn't get play anywhere and thus cant launch through the Xbox, despite the fact code redemptions are/can be done online.",13 people found this review helpful,Not Recommended
38,Posted: September 10,7.4 hrs on record,"This is my second GoW game since the first one 10 or more years ago I've played since I am 100% PC gamer and never played on any other platform than PC.Now about the game:- it feels good- it runs great on highest settings and the performance is excellent so far (core I7 9700k / 16 GB RAM / Asus GTX 1070Ti)- combat is fluid (brings back the same memories as the first game so long ago)- good visuals & sound effects / voice acting- the robot is a nice addition to the squad- controls using K&M are great, no need of controller- there is a nice overview of the GoW story so far at the beginning of the game so you can catch up if you haven't played GoW 2,3,4 like me.So far I've played only the campaign, so cannot say much about the other mods but at this point I think Gears 5 worth its money.For me it's definitely thumbs up.",3 people found this review helpful,Recommended
39,Posted: September 9,5.8 hrs on record,Well Optimized........Best gameplay experience.....PVP mode is also so good.....I recommend this game for this price :) Good job MS Studios.,4 people found this review helpful,Recommended
40,Posted: September 9,33.1 hrs on record,"Gears 5 Plays and looks incredibly good on PC and its on steam !Currently this has some connection issues in multiplayer and co op, but nothing that cannot be fixed .. ---{Gameplay}--- ☑ Try not to get addicted☐ Very good☐ Good☐ Nothing special☐ Ehh☐ Bad☐ Just dont---{Graphics}---☐ Masterpiece☑ Beautiful☐ Good☐ Decent☐ Will do☐ Bad☐ Awful☐ Paint.exe---{Audio}--- ☐ Eargasm☑ Very good☐ Good☐ Decent☐ Not too bad☐ Bad☐ Earrape---{Audience}--- ☐ Kids☐ Teens☐ Adults☑ Everyone---{PC Requirements}--- ☐ Check if you can run paint☐ Potato☐ Decent☑ Fast☐ Rich boi☐ Ask NASA if they have a spare computer---{Story}--- ☐ Doesnt have (Not counting historical stuff)☐ Something isnt nothing I guess☐ Not greatly told☐ Average☐ Good☑ Lovely☐ Will make you cry or smile alot---{Difficulity}--- ☐ Just press a bunch of buttons☐ Easy☐ Significant brain usage ☑ Easy to learn / Hard to master☐ Not so easy☐ Difficult☐ Dark Souls---{Game Time}--- ☐ Long enough for a cup of tea☐ Short☐ Average☐ Long☑ Depends on you☐ Endless---{Price}--- ☐ Just buy it☑ Worth the price☐ Wait for sale☐ Maybe if you have some spare money left☐ Not recommended☐ Dont throw money into a rubbish bin---{Bugs}--- (based on time played before official release)☐ Never had any☐ Minor bugs☑ Few bugs ☐ Can get annoying☐ Ruining the game☐ The game itself is a big terrarium for bugs",3 people found this review helpful1 person found this review funny,Recommended
41,Posted: September 9,21.4 hrs on record,Hands down the best campaign Gears of war franchise has to offer,4 people found this review helpful,Recommended
42,Posted: September 10,27.1 hrs on record,"more macrotransactions. be warned. I as a casual gamer can't get high tier loot, cuz that's locked behind high difficoulty. or if I... you know, wanna pay up some cash. (highest box at 99.99 euros!) aka, Macrotransactions. boosterpacks to earn more xp, cuz of course they have to put something inconvinient in rather than have it at the respectable exp rate.campaign graphics and music so far, amazing. well done on that. the story? ... um I mean, some cool things, some wtf moments. all in all 7/10 campaign. It is long though.buy this game if you truly want the story. WHY?! why pull off splitscreen a day before launch for everything except campaign? how corrupt is this company for money?I'm one of those that bought lootboxes in the last game, why? I wanted more gears, I wanted more great experiences with my friends on lan weekends etc. but now, it seems everyone must take their own ♥♥♥♥ing console/computer and sit alone in some ♥♥♥♥ing corner for us to play? WHY?!I can't reccomend such a moneygrabber going ""live service"" (and remember timed shop and all that ;P cuz that's in here!I''l change this review when I get the changes that can make this game good.1: get back splitscreen.2: get that progression made into a reasonable way. the progression right now is MADE to make you buy MTX. and nothing else.3: the MTX is overpriced as hell. 10-25 euro for a skin? I ALREADY PAID 79-EURO FOR THIS!end of rant. listen to me, listen to the positive reviews? I don't really care tbh. they did lots of good things! (especially campaign) But hell, so many wrong things.",27 people found this review helpful4 people found this review funny,Not Recommended
43,Posted: September 9,7.2 hrs on record,­,52 people found this review helpful10 people found this review funny,Recommended
44,Posted: September 10,10.5 hrs on record,"Couldn't finish a single round in horde mode. Enemies spawn underground so you can't kill them, players get stuck in the ground or on walls, servers are a nightmare and frequently kick you out.Quests are bugged and don't count your progress, games don't start after minutes of loading time.Overall i wasted hours of progress on this The list goes on and on.This is a Beta at best but not a finished game...",65 people found this review helpful3 people found this review funny,Not Recommended
45,Posted: September 9,35.5 hrs on record,"I've been playing Gears for nearly a decade now, but I never thought I'd see any of the games in my Steam library. Thank you, Microsoft, for finally returning to PC gaming and doing it correctly.In terms of presentation, this is AAA at its best. Not the ultra-realism of Call of Duty, but the real video game look and feel of money being allocated correctly. The game is, to put it plainly, drop-dead gorgeous. There isn't a lot to say beyond ""It just looks ♥♥♥♥ing awesome."" Audio design is spot-on with a lot of weapon sounds being updated to sound a lot more realistic. The score, provided by Game of Thrones composer Ramin Djawadi, stands out in its own right from the soundtrack of the original trilogy, with less bombast suiting the more down-to-earth tone of The Coalition's titles.I was lukewarm on Gears 4's story, though it did have some nice stuff. I'll always compare any game in the series to Gears 3, which was the high point for me. Gears 5, thankfully, is a huge step up in quality and has been handled really well by The Coalition. I felt that the story was a good mixture of quiet downtime, impressive setpieces and strong emotional beats. The somewhat generic feeling of the new characters has been hammered out and they're much more interesting now. I especially liked JD's moral complexity and realistic representation of being an officer in a difficult situation. Del remains the only lackluster character in my opinion, being just kind of... empty, in my opinion. The voice acting, as ever, is top-notch and Laura Bailey delivers a great performance as main character Kait.Horde mode is where the meat is at for myself and many other players and it does not disappoint. The limited character pool hurts it somewhat, but that is likely to be remedied by the future addition of more characters. The specialised skills and equipment of different characters is a nice change of pace and adds a lot of replayability. I've had an especially good time with Fahz, a headshot machine who fills one's ears with the constant, satisfying pop of heads receiving high-caliber rounds from across the map.Escape and Versus are the only modes I haven't tried yet, mainly due to matchmaking difficulties. I would chalk this up to overloaded servers and the smaller playerbase for early-access. I hope that they hold up as well as the rest of the game does.On the whole, Gears 5 is the best the series has been since Gears 3 and a very promising step up for the development team behind it. Hopefully, the planned post-launch support will continue to maintain this high standard set for the game. Excellent work.",6 people found this review helpful,Recommended
46,Posted: September 11,0.8 hrs on record,"Game doesn't work.GW502 error whenever doing anything from the main menu, I've tried everything recommended by devs and it still doesn't work.Will update this review if they patch the game.",7 people found this review helpful,Not Recommended
47,Posted: September 10,41.0 hrs on record,"Looks, and feels amazing. Movement and Gnasher blows Gears 4 out of the water, and the fact I don't have to use the Windows 10 Store is the icing on top. The campaign is also really good, to no surprise, but the multiplayer is what we're really here for. Highly recommended, and hope to see future Gears titles appearing on Steam with crossplay so I can play with all my friends.",2 people found this review helpful,Recommended
48,Posted: September 10,18.3 hrs on record,"It's gears, 10/10.Runs flawlessly.Ty for releasing on steam.",2 people found this review helpful1 person found this review funny,Recommended
49,Posted: September 10,22.5 hrs on record,"A much better PC port than the Gears Of War 4 we got on the Microsoft Store, and an improvement on the actual game imo. Servers were very dead for the first couple of days but seem to be functional since then, with no issues finding games since the weekend.",3 people found this review helpful,Recommended
50,Posted: September 9,6.0 hrs on record,If you liked Gears 1-4 (even Judgement) you will like this game.It's Gears. If you like Gears you will love this game. If you don't like Gears you probably won't like this game.It's Gears man I don't know what else to tell you.,2 people found this review helpful1 person found this review funny,Recommended
51,Posted: September 10,11.9 hrs on record,"Haven't finished the game yet and I'm enjoying myself with it. But don't buy this game atm if you're playing online CO-OP. Me and my brother are sitting 1 meter away (no wall) using ethernet with an internet of 200mb and I'm lagging so much, Hits register after a sceond. disconnects and general lag. Also the game has A LOT of bugs:1) Cutscenes run after we die.2) de-syncronization between voice and lip sync.3) sometimes when you respawn you spawn under the map and have to reload.4) Guns sometimes disappear in cutscenes even though the character is shooting with it. Its like hes a mime.5) Sound will bug out for no apparent reason and even when logging back in it wont work.6) disconnects are more occurring than dying in dark souls.Don't let this stop you from buying because I'm sure they will patch this within the week and its a really good game especially co-op, Better than 4 IMO. This is just not acceptable atm.",5 people found this review helpful,Not Recommended
52,Posted: September 10,22.5 hrs on record,"A much better PC port than the Gears Of War 4 we got on the Microsoft Store, and an improvement on the actual game imo. Servers were very dead for the first couple of days but seem to be functional since then, with no issues finding games since the weekend.",3 people found this review helpful,Recommended
53,Posted: September 9,35.4 hrs on record,"this am good, I play KAT HALO dlc, good one. Thanks.",8 people found this review helpful1 person found this review funny,Recommended
54,Posted: September 9,2.4 hrs on record,"""Scratch one grub"" - MarcusP.S. Thank you Phil Spencer for thinking about the consumers unlike Sony and Epic. They g@y.",2 people found this review helpful,Recommended
55,Posted: September 9,42.2 hrs on record,"Fun but holy hell are server issues a thing. Currently horde is bugged, players are dropped from matches in all modes and I qoute ""We are seeing reports from a small percentage of users that are experiencing difficulty matchmaking and/or getting disconnected from online services."" To which most people are calling them out on that.",2 people found this review helpful1 person found this review funny,Recommended
56,Posted: September 10,3.5 hrs on record,"great game, i hope Xbox will release other four part of the game as well.",6 people found this review helpful,Recommended
57,Posted: September 10,17.4 hrs on record,"The Gears Was again awesome. Many things were same as before - awesome job, many things were new in the game - done a fantastic job. Now that's a gears game without any rust.",2 people found this review helpful,Recommended
58,Posted: September 11,12.0 hrs on record,"Lancers blazing , Chainsaws raging and Marcus aging :PAwesome classic GEARS which we all loved.Just wish they fix progression and cosmetics prices and how to get them.",2 people found this review helpful,Recommended
59,Posted: September 10,5.8 hrs on record,"Great game . Specially co op was awesome . You can get many other option death match , quick play , holding base and others . The main thing is very much optimised",3 people found this review helpful,Recommended
60,Posted: September 9,29.2 hrs on record,"Gears 5 is one of the best games I have played this last half of 2019. It has lots to offer for everyone. You can play the entire Campaign with up to 2 other friends via split screen, local, or online. Those of you who likes PVP, can play Versus. For those who like co-op, you will love Horde mode and maybe Escape as well.  There’s a seasonal journey called Tour of Duty. The only downside of my experience was the connection problems. Sometimes I can’t connect to the servers or I get booted while playing. The developer is aware of the issues and affirmed that they are working to fix them. But if everything is working, I’m having a blast.  I’ll be spending most of my time playing Horde mode with my buddies! Score: 8/10",7 people found this review helpful,Recommended
61,Posted: September 9,36.6 hrs on record,The Good:-Amazing PC port: awesome graphics; physics; silky smooth gameplay;-No more fighting endless waves of dumb robots in Single Player;-Cross-play in Multiplayer - so get ready to slay Xbox One players-Long Single Player Campaign with decent story;The Bad:-People keep quitting Horde without incurring a penalty;-Immersion breaking skins in Multi-player.,3 people found this review helpful,Recommended
62,Posted: September 9,6.5 hrs on record,Its GearsOn SteamGet it now,2 people found this review helpful,Recommended
63,Posted: September 11,6.9 hrs on record,"i dont care about mp microtransactions. and thats why for me its a perfect game with awesome graphics, outworldly optimisation and old gameplay loop.if only GoW2 and 3 were on PC too",4 people found this review helpful,Recommended
64,Posted: September 9,9.5 hrs on record,This game is so Optimize for my GTX 1060M 6GB. And i didn't regret for Pre-Purchase & play 4 Days Early before the Game release..,4 people found this review helpful,Recommended
65,Posted: September 11,6.4 hrs on record,"Great game itself I would definitely give a thumbs up for, but the cash shop microtransaction ruins it.Basically they did what every developer is doing now, artificially lowering gained xp so they can sell ""xp boosts"". The grind to get xp is atrocious without boosts. And they sell packs of in game currency from $5 all the way to $100, it's appalling.",9 people found this review helpful,Not Recommended
66,Posted: September 10,6.1 hrs on record,"I wouldn't consider this review if you're interested in the solo player campaign because I've heard it's pretty good. However, holy hell, the multiplayer is awful right now. There is SO much downtime between rounds, its ridiculous. You can have like a 5 minute wait time just to play in a match. It's just silly. Also horde mode is stupidly boring. There is 50 rounds and the only rounds that are even remotely fun are the boss ones which are every 10 rounds. Wouldn't be too bad if each round didn't take like 5 minutes each. So you're supposed to survive for like 30 minutes to fight a boss wave especially when there isn't much that changes between each wave. I was bored senseless that I couldn't even bother grinding past round 35 due to the sheer amount of boredom. Also, there's so many micro transactations all up in your face day one. Seems like they're using the ""fortnite"" model which is just a rotating shop for cosmetics but honestly, it's the last thing you wanna see after purchasing a 60 dollar game. I wouldn't mind it so much but that's just another pebble on this ♥♥♥♥ mountain at the moment. I say give it a few weeks if you're only interested in the multiplayer like I was. Very disappointing at this time.",14 people found this review helpful1 person found this review funny,Not Recommended
67,Posted: September 9,5.3 hrs on record,Holy ♥♥♥♥ am I not disapointed. Gears has found it's way back. Gears 4 wasn't a real Gears game. But THIS is what I LOVE about a Gears of War game.,2 people found this review helpful,Recommended
68,Posted: September 10,4.7 hrs on record,"If you're interested in CO-OP be warned about the following issues:Xbox Live IssuesIt requires a 3rd-party account which is Xbox Live. It's the most unstable authentication system i've seen lately, we couldn't play more than 30 minutes without one of us getting disconnected from Xbox Live and you have to completely restart the game and to recreate the co-op game from last check-point to continue.Why do we even need Xbox Live on a more superior platform such as Steam? It either needs to be fixed or removed.Micro-TransactionsThis game has some insane micro-transactions EA Games would envy. There's also a heavy grind most likely to force players to buy booster packs / etc. I'm not against paid content in video games, but this a straight up robbery...Other than this seems like a decent game from co-op's perspective, but because of these issues it's really hard to enjoy the game.",9 people found this review helpful2 people found this review funny,Not Recommended
69,Posted: September 9,17.4 hrs on record,"The campaign is great, nothing much to complain about. However, I am a veteran gears player and have been playing since gears 2 PvP. Ranked versus is the worst in this game. You go up against a full team of sweats who cross with the lancer and you can just say goodbye to your chance of winning. The lancer is so strong, worse than gears 4, that you will be full red in 7 shots. The movement is so slow and doesn't reward players who know how to out move their opponents. The maps are super wide open and don't feel polished. Honestly, gears 3 will always remain my favorite because it rewarded great players who put time into their craft to outplay others. The skill gap is just nonexistent, if you have good aim then you are now among the best in the world. I am disappointed and I know some will disagree, but this is my opinion.",38 people found this review helpful6 people found this review funny,Not Recommended
70,Posted: September 10,30.6 hrs on record,Gears on steam what not to like.,8 people found this review helpful,Recommended
71,Posted: September 9,24.4 hrs on record,"Despite a lot of server issues opening weekend, Gears 5 is a great game. As someone who's been a fan of this series for almost 10 years now I can honestly say that this is a solid entry in the series. Gameplay is as good ever, story is arguably one of the best in the series, and the new mechanics work very well. The game is also incredibly beautiful, and runs smoothly. Gears is one of those games that's best played with a friend. So if you and a buddy are looking for a great co-op campaign to bond over, Gears 5 is a must play. My one complaint would be that the multiplayer progression system isn't the greatest at the moment. Think Battlepass that you don't have to pay for, it's completely free! Ultimately, I would say that this is a great game especially if you're a Gears fan. Would highly recommend!",4 people found this review helpful,Recommended
72,Posted: September 10,7.0 hrs on record,I wanted to shoot bad guys and there are lots of bad guys to shoot.10/10,2 people found this review helpful,Recommended
73,Posted: September 10,16.1 hrs on record,"So far it's pretty good. Not worth 60 bucks currently, BUT the game is a live service and will continue to get new content. So with that in mind I'd say it is worth 60. I'll revisit this review once I've got more time in the game.",4 people found this review helpful1 person found this review funny,Recommended
74,Posted: September 9,21.0 hrs on record,"Simply just amazing, one of this year's most solid GOTY contenders for sure, the pc optimization at launch is probably the best any game had in the last decade. This is not just a game, is a full package that has something for everyone either you're a gears fan or just new to the franchise, multiplayer dude or a solo campain lover, pvp junky or a pve player for fun, this game has it all.a campain that's fully playable either in solo or in coop either online coop or in a split-screen coop up to 3 players on the same pc, in 2019  :D.The pvp multiplayer is hell of a fun with a very good progression system and so is the coop pve, the game had few server issues in the final day of the early access but it all got fixed even before releaseThis game gets a solid 9.5/10 from me and it really surprised me and easily exceeded all my expectations and set the bar high for the next Gears 6 and i can easily recommand it to anyone at full price  :) . the Coalition really nailed it with this on.btw i have over 50h in the game as i was playing the early access through the pc game pass and here is my current level  ;)https://steamcommunity.com/id/cherifabdelhamid/screenshots/?appid=1097840and here is the benchmark for my humble outdated setuphttps://steamcommunity.com/id/cherifabdelhamid/images/?appid=1097840",5 people found this review helpful1 person found this review funny,Recommended
75,Posted: September 11,15.5 hrs on record,"Campaign starts good then you suddenly hit really bland open world segments, funny enough the story tanks at the same time which makes me wonder if they scrapped the campaign once then rushed this. The games idea of difficulty is to throw a megaton of enemies that can insta gib instead of tactics lets give them a metric ton of explosives to dodge with awful cover and suicide bombers called poppers (Tickers but more mobile). Oh don't forget that the enemies that can insta gib you get shield drones that merge with walls so you have to wait for the game to unstuck itself so you sit there holding on for dear life as you are bent over because you literally can't shoot the enemy hiding inside walls. Don't even get me started on the microtransactions and the grind to get literally anything in gears 5.This game also has one of the single most infuriating boss fights that is filled with unfair mechanics that sometimes don't even work. one error no matter how minor it may seem will end your life and you will have to start over. I  forgot to mention this boss has so much health its been known to take 20 minutes to kill it because of how cautious you have to be.I was excited to play the game and it started strong but died very quickly.This rev is very Campaign oriented but the horde mode and other modes are actually pretty solid not much I can say about it.",4 people found this review helpful,Not Recommended
76,Posted: September 9,10.7 hrs on record,great gears game runs fantastic on pc and multipayer is a blast,3 people found this review helpful,Recommended
77,Posted: September 10,25.7 hrs on record,Unable to use Traditional Chinese subtitles + English voice settingsThis should be easy to add in the option interface.,3 people found this review helpful,Recommended
78,Posted: September 11,11.9 hrs on record,"So far I only got 9 hours in it, I haven't touched this series since Gears of War 1 and I have to say. This isn't that bad, I think the multiplayer and the game play in general is great. I've yet to see any kind of Locust customization for multiplayer which is sad, and the campaign is meh. I just don't like the new characters they have for the campaign, except Marcus he's great still.",1 person found this review helpful,Recommended
79,Posted: September 10,21.3 hrs on record,"First off, thank you Microsoft for releasing this game on PC via Steam as well! Gears 5 improves on the previous games in every way with new and innovative ways of approaching a fight. Story is definitely good, but not as great as some of the previous titles, still it's an easy 8/10 for story. The game does hitch at some points, but they might patch that soon enough. Online as usual is great fun, but many are complaining of errors, which I have encountered sometimes too, hopefully it's fixed ASAP.Overall, this game is awesome and 100% worth your time. It even has timely operations now, which will keep the game as fresh as possible, which is pretty cool. Insane difficulty is ruthless, you need to be a mad pro for that difficulty and make every shot count.Story 8/10Graphics 10/10Gameplay 8/10 (should fix the hitches ASAP)Note: Marcus Fenix is still a BADASS!",5 people found this review helpful,Recommended
80,Posted: September 10,6.8 hrs on record,Amazing game..Great cinematics characters and storyserver issues aside this is a solid win for microsoft,1 person found this review helpful,Recommended
81,Posted: September 9,38.1 hrs on record,"Overall a very hard choice for me, solid action packed campaign, revamped horde mode, escape mode, good PvP modes, very well optimized, game looks and sounds gorgeous.  My one complaint is that I think weapons skins are going to mostly bought on the store because there are not many earned in the tour unless I am missing something. Great game, but plagued with daily & weekly micro transactions therefore not giving you much to earn in the tour other than blood stain decals, player icons, emotes, and executions (executions was a nice touch though).I can't recommend right now because as an old Gears 1, 2, & 3 player the content to grind for isn't that great and mostly store focused for cool skins. Other than that I love the game.",18 people found this review helpful1 person found this review funny,Not Recommended
